,solution_id,contest_id,submission_time,realtive_time,problem_index,problem_name,problem_type,points,tags,team,participant_type,language,verdict,test_case,time,memory
11,44679804,856,1540186041,1101,A,Set Theory,PROGRAMMING,0,"['brute force', 'constructive algorithms']",1,VIRTUAL,GNU C++14,TIME_LIMIT_EXCEEDED,6,1000,4400.0
12,44679766,856,1540185916,976,A,Set Theory,PROGRAMMING,0,"['brute force', 'constructive algorithms']",1,VIRTUAL,GNU C++14,TIME_LIMIT_EXCEEDED,1,1000,4200.0
13,44476868,586,1539854833,3733,C,Gennady the Dentist,PROGRAMMING,1500.0,['implementation'],1,VIRTUAL,GNU C++14,OK,80,109,400.0
14,44476607,586,1539854348,3247,D,Phillip and Trains,PROGRAMMING,1750.0,['dp'],1,VIRTUAL,GNU C++14,TIME_LIMIT_EXCEEDED,2,1000,0.0
15,44476523,586,1539854201,3101,C,Gennady the Dentist,PROGRAMMING,1500.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,55,61,300.0
16,44476395,586,1539853947,2847,C,Gennady the Dentist,PROGRAMMING,1500.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,2,15,100.0
17,44476285,586,1539853734,2634,C,Gennady the Dentist,PROGRAMMING,1500.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,11,15,100.0
18,44475304,586,1539851851,751,B,Laurenty and Shop,PROGRAMMING,1000.0,['implementation'],1,VIRTUAL,GNU C++14,OK,40,30,15700.0
19,44475202,586,1539851614,514,A,Alena's Schedule,PROGRAMMING,500.0,['implementation'],1,VIRTUAL,GNU C++14,OK,60,31,0.0
20,44471767,651,1539845081,6101,D,Image Preview,PROGRAMMING,2000.0,"['binary search', 'dp', 'two pointers']",1,VIRTUAL,GNU C++14,WRONG_ANSWER,4,31,7800.0
21,44471737,651,1539845030,6050,D,Image Preview,PROGRAMMING,2000.0,"['binary search', 'dp', 'two pointers']",1,VIRTUAL,GNU C++14,WRONG_ANSWER,2,15,7800.0
22,44471380,651,1539844430,5450,D,Image Preview,PROGRAMMING,2000.0,"['binary search', 'dp', 'two pointers']",1,VIRTUAL,GNU C++14,OK,41,62,8800.0
23,44471312,651,1539844312,5332,D,Image Preview,PROGRAMMING,2000.0,"['binary search', 'dp', 'two pointers']",1,VIRTUAL,GNU C++14,WRONG_ANSWER,7,15,11700.0
24,44471202,651,1539844115,5135,D,Image Preview,PROGRAMMING,2000.0,"['binary search', 'dp', 'two pointers']",1,VIRTUAL,GNU C++14,WRONG_ANSWER,4,30,7600.0
25,44470776,651,1539843275,4295,D,Image Preview,PROGRAMMING,2000.0,"['binary search', 'dp', 'two pointers']",1,VIRTUAL,GNU C++14,WRONG_ANSWER,7,15,11700.0
26,44469504,651,1539840343,1363,C,Watchmen,PROGRAMMING,1500.0,"['data structures', 'geometry', 'implementation', 'sortings']",1,VIRTUAL,GNU C++14,OK,71,1013,21100.0
27,44469326,651,1539839840,860,B,Beautiful Paintings,PROGRAMMING,1000.0,"['greedy', 'sortings']",1,VIRTUAL,GNU C++14,OK,31,31,0.0
28,44469253,651,1539839571,591,A,Joysticks,PROGRAMMING,500.0,"['dp', 'greedy']",1,VIRTUAL,GNU C++14,OK,39,31,0.0
29,44450234,77,1539790395,2147483647,A,Heroes,PROGRAMMING,500.0,"['brute force', 'implementation']",0,PRACTICE,GNU C++14,OK,64,62,0.0
30,44025824,146,1539071546,2147483647,C,Lucky Conversion,PROGRAMMING,1500.0,['greedy'],0,PRACTICE,GNU C++14,OK,51,60,500.0
31,44021471,146,1539059936,3356,C,Lucky Conversion,PROGRAMMING,1500.0,['greedy'],0,VIRTUAL,GNU C++14,WRONG_ANSWER,5,30,0.0
32,44021105,146,1539058514,1934,C,Lucky Conversion,PROGRAMMING,1500.0,['greedy'],0,VIRTUAL,GNU C++14,WRONG_ANSWER,5,30,0.0
33,44020983,146,1539058030,1450,B,Lucky Mask,PROGRAMMING,1000.0,"['brute force', 'implementation']",0,VIRTUAL,GNU C++14,OK,43,62,0.0
34,44020724,146,1539056944,364,A,Lucky Ticket,PROGRAMMING,500.0,['implementation'],0,VIRTUAL,GNU C++14,OK,46,62,0.0
35,43993857,131,1538994609,2147483647,E,Yet Another Task with Queens,PROGRAMMING,2500.0,['sortings'],0,PRACTICE,GNU C++14,OK,30,280,13200.0
36,43993828,131,1538994553,2147483647,E,Yet Another Task with Queens,PROGRAMMING,2500.0,['sortings'],0,PRACTICE,GNU C++14,WRONG_ANSWER,9,62,7200.0
37,43993548,131,1538994020,2147483647,E,Yet Another Task with Queens,PROGRAMMING,2500.0,['sortings'],0,PRACTICE,GNU C++14,OK,30,622,19600.0
38,43990845,131,1538993044,2147483647,E,Yet Another Task with Queens,PROGRAMMING,2500.0,['sortings'],0,PRACTICE,GNU C++14,TIME_LIMIT_EXCEEDED,28,2000,12900.0
39,43990534,131,1538992425,2147483647,E,Yet Another Task with Queens,PROGRAMMING,2500.0,['sortings'],0,PRACTICE,GNU C++14,WRONG_ANSWER,8,60,7200.0
40,43986462,131,1538984004,2147483647,D,Subway,PROGRAMMING,2000.0,"['dfs and similar', 'graphs']",0,PRACTICE,GNU C++14,OK,41,62,500.0
41,43986137,131,1538983138,2147483647,D,Subway,PROGRAMMING,2000.0,"['dfs and similar', 'graphs']",0,PRACTICE,GNU C++14,TIME_LIMIT_EXCEEDED,5,2000,100.0
42,43983936,131,1538977169,2909,C,The World is a Theatre,PROGRAMMING,1500.0,"['combinatorics', 'math']",0,VIRTUAL,GNU C++14,OK,39,62,0.0
43,43983530,131,1538975935,1675,B,Opposites Attract,PROGRAMMING,1000.0,"['implementation', 'math']",0,VIRTUAL,GNU C++14,OK,43,92,0.0
44,43983197,131,1538974798,538,A,cAPS lOCK,PROGRAMMING,500.0,"['implementation', 'strings']",0,VIRTUAL,GNU C++14,OK,56,31,0.0
45,43877293,1059,1538794113,2147483647,C,Sequence Transformation,PROGRAMMING,1500.0,"['constructive algorithms', 'math']",0,PRACTICE,GNU C++14,OK,31,78,0.0
46,43877256,1059,1538794011,2147483647,C,Sequence Transformation,PROGRAMMING,1500.0,"['constructive algorithms', 'math']",0,PRACTICE,GNU C++14,WRONG_ANSWER,13,31,0.0
47,43861985,1059,1538757284,7184,C,Sequence Transformation,PROGRAMMING,1500.0,"['constructive algorithms', 'math']",0,CONTESTANT,GNU C++14,WRONG_ANSWER,9,30,0.0
48,43858539,1059,1538756475,6375,C,Sequence Transformation,PROGRAMMING,1500.0,"['constructive algorithms', 'math']",0,CONTESTANT,GNU C++14,WRONG_ANSWER,7,15,0.0
49,43853317,1059,1538754865,4765,B,Forgery,PROGRAMMING,1000.0,['implementation'],0,CONTESTANT,GNU C++14,OK,28,31,1000.0
50,43833208,1059,1538750472,372,A,Cashier,PROGRAMMING,500.0,['implementation'],0,CONTESTANT,GNU C++14,OK,26,62,0.0
51,43818563,839,1538722672,2147483647,C,Journey,PROGRAMMING,1500.0,"['dfs and similar', 'dp', 'graphs', 'probabilities', 'trees']",0,PRACTICE,GNU C++14,WRONG_ANSWER,3,31,1900.0
52,43818378,839,1538722229,2147483647,C,Journey,PROGRAMMING,1500.0,"['dfs and similar', 'dp', 'graphs', 'probabilities', 'trees']",0,PRACTICE,GNU C++14,WRONG_ANSWER,3,15,1900.0
53,43817917,839,1538721322,2147483647,C,Journey,PROGRAMMING,1500.0,"['dfs and similar', 'dp', 'graphs', 'probabilities', 'trees']",0,PRACTICE,GNU C++14,WRONG_ANSWER,4,30,2100.0
54,43815982,611,1538716821,2147483647,C,New Year and Domino,PROGRAMMING,1250.0,"['dp', 'implementation']",0,PRACTICE,GNU C++14,OK,52,233,2500.0
55,43815242,467,1538714780,2147483647,C,George and Job,PROGRAMMING,1500.0,"['dp', 'implementation']",0,PRACTICE,GNU C++14,OK,60,124,400.0
56,43813797,467,1538710267,2147483647,C,George and Job,PROGRAMMING,1500.0,"['dp', 'implementation']",0,PRACTICE,GNU C++14,OK,60,156,195800.0
57,43812383,522,1538705316,2147483647,A,Reposts,PROGRAMMING,500.0,"['*special', 'dfs and similar', 'dp', 'graphs', 'trees']",0,PRACTICE,GNU C++14,OK,36,31,200.0
58,43812004,1037,1538703992,2147483647,C,Equalize,PROGRAMMING,1000.0,"['dp', 'greedy', 'strings']",0,PRACTICE,GNU C++14,OK,45,46,3100.0
59,43811755,676,1538703179,2147483647,C,Vasya and String,PROGRAMMING,1500.0,"['binary search', 'dp', 'two pointers']",0,PRACTICE,GNU C++14,OK,117,31,300.0
60,43799916,446,1538672361,2147483647,A,DZY Loves Sequences,PROGRAMMING,500.0,"['dp', 'implementation', 'two pointers']",0,PRACTICE,GNU C++14,OK,92,46,1500.0
61,43799785,446,1538672180,2147483647,A,DZY Loves Sequences,PROGRAMMING,500.0,"['dp', 'implementation', 'two pointers']",0,PRACTICE,GNU C++14,OK,92,46,1500.0
62,43799712,446,1538672093,2147483647,A,DZY Loves Sequences,PROGRAMMING,500.0,"['dp', 'implementation', 'two pointers']",0,PRACTICE,GNU C++14,WRONG_ANSWER,1,15,1200.0
63,43799267,446,1538671544,2147483647,A,DZY Loves Sequences,PROGRAMMING,500.0,"['dp', 'implementation', 'two pointers']",0,PRACTICE,GNU C++14,WRONG_ANSWER,40,46,1500.0
64,43799210,446,1538671438,2147483647,A,DZY Loves Sequences,PROGRAMMING,500.0,"['dp', 'implementation', 'two pointers']",0,PRACTICE,GNU C++14,WRONG_ANSWER,38,61,1500.0
65,43799140,446,1538671347,2147483647,A,DZY Loves Sequences,PROGRAMMING,500.0,"['dp', 'implementation', 'two pointers']",0,PRACTICE,GNU C++14,WRONG_ANSWER,26,61,1500.0
66,43798898,446,1538671017,2147483647,A,DZY Loves Sequences,PROGRAMMING,500.0,"['dp', 'implementation', 'two pointers']",0,PRACTICE,GNU C++14,WRONG_ANSWER,1,15,1200.0
67,43794482,698,1538665126,2147483647,A,Vacations,PROGRAMMING,500.0,['dp'],0,PRACTICE,GNU C++14,OK,88,31,300.0
68,43788620,732,1538658178,2147483647,B,Cormen --- The Best Friend Of a Man,PROGRAMMING,1000.0,"['dp', 'greedy']",0,PRACTICE,GNU C++14,OK,70,31,300.0
69,43787798,706,1538657268,2147483647,B,Interesting drink,PROGRAMMING,1000.0,"['binary search', 'dp', 'implementation']",0,PRACTICE,GNU C++14,OK,103,124,1100.0
70,43787721,706,1538657182,2147483647,B,Interesting drink,PROGRAMMING,1000.0,"['binary search', 'dp', 'implementation']",0,PRACTICE,GNU C++14,WRONG_ANSWER,3,15,400.0
71,43786690,706,1538655977,2147483647,B,Interesting drink,PROGRAMMING,1000.0,"['binary search', 'dp', 'implementation']",0,PRACTICE,GNU C++14,WRONG_ANSWER,2,15,400.0
72,43785079,580,1538654104,2147483647,A,Kefa and First Steps,PROGRAMMING,750.0,"['brute force', 'dp', 'implementation']",0,PRACTICE,GNU C++14,OK,28,46,300.0
73,43731669,484,1538576556,2147483647,B,Maximum Value,PROGRAMMING,1000.0,"['binary search', 'math', 'sortings', 'two pointers']",0,PRACTICE,GNU C++14,OK,45,327,14300.0
74,43731609,484,1538576482,2147483647,B,Maximum Value,PROGRAMMING,1000.0,"['binary search', 'math', 'sortings', 'two pointers']",0,PRACTICE,GNU C++14,OK,45,343,16400.0
75,43731178,484,1538575932,2147483647,B,Maximum Value,PROGRAMMING,1000.0,"['binary search', 'math', 'sortings', 'two pointers']",0,PRACTICE,GNU C++14,OK,45,998,8500.0
76,43731025,484,1538575721,2147483647,B,Maximum Value,PROGRAMMING,1000.0,"['binary search', 'math', 'sortings', 'two pointers']",0,PRACTICE,GNU C++14,TIME_LIMIT_EXCEEDED,9,1000,1100.0
77,43730652,484,1538575286,2147483647,B,Maximum Value,PROGRAMMING,1000.0,"['binary search', 'math', 'sortings', 'two pointers']",0,PRACTICE,GNU C++14,TIME_LIMIT_EXCEEDED,10,1000,800.0
78,43730637,484,1538575264,2147483647,B,Maximum Value,PROGRAMMING,1000.0,"['binary search', 'math', 'sortings', 'two pointers']",0,PRACTICE,GNU C++14,COMPILATION_ERROR,0,0,0.0
79,43730402,484,1538574983,2147483647,B,Maximum Value,PROGRAMMING,1000.0,"['binary search', 'math', 'sortings', 'two pointers']",0,PRACTICE,GNU C++14,TIME_LIMIT_EXCEEDED,9,1000,1100.0
80,43729097,271,1538573258,2147483647,D,Good Substrings,PROGRAMMING,2000.0,"['data structures', 'strings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,5,30,100.0
81,43728987,271,1538573090,2147483647,D,Good Substrings,PROGRAMMING,2000.0,"['data structures', 'strings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,7,1058,37700.0
82,43728932,271,1538573007,2147483647,D,Good Substrings,PROGRAMMING,2000.0,"['data structures', 'strings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,1,0,0.0
83,43728886,271,1538572959,2147483647,D,Good Substrings,PROGRAMMING,2000.0,"['data structures', 'strings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,7,1122,37700.0
84,43728817,271,1538572860,2147483647,D,Good Substrings,PROGRAMMING,2000.0,"['data structures', 'strings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,7,966,37700.0
85,43728329,271,1538572203,2147483647,D,Good Substrings,PROGRAMMING,2000.0,"['data structures', 'strings']",0,PRACTICE,GNU C++14,MEMORY_LIMIT_EXCEEDED,7,1558,524300.0
86,43728263,271,1538572105,2147483647,D,Good Substrings,PROGRAMMING,2000.0,"['data structures', 'strings']",0,PRACTICE,GNU C++14,TIME_LIMIT_EXCEEDED,7,2000,432700.0
87,43728103,271,1538571884,2147483647,D,Good Substrings,PROGRAMMING,2000.0,"['data structures', 'strings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,7,1528,238700.0
88,43725345,451,1538567694,2147483647,D,Count Good Substrings,PROGRAMMING,2500.0,['math'],0,PRACTICE,GNU C++14,OK,47,46,600.0
89,43725313,451,1538567628,2147483647,D,Count Good Substrings,PROGRAMMING,2500.0,['math'],0,PRACTICE,GNU C++14,WRONG_ANSWER,9,31,300.0
90,43722973,375,1538564080,2147483647,B,Maximum Submatrix 2,PROGRAMMING,1000.0,"['data structures', 'dp', 'implementation', 'sortings']",0,PRACTICE,GNU C++14,OK,52,545,97900.0
91,43722911,375,1538563973,2147483647,B,Maximum Submatrix 2,PROGRAMMING,1000.0,"['data structures', 'dp', 'implementation', 'sortings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,7,31,97900.0
92,43718386,375,1538556108,2147483647,B,Maximum Submatrix 2,PROGRAMMING,1000.0,"['data structures', 'dp', 'implementation', 'sortings']",0,PRACTICE,GNU C++14,TIME_LIMIT_EXCEEDED,19,2000,97900.0
93,43718291,375,1538555884,2147483647,B,Maximum Submatrix 2,PROGRAMMING,1000.0,"['data structures', 'dp', 'implementation', 'sortings']",0,PRACTICE,GNU C++14,TIME_LIMIT_EXCEEDED,19,2000,97900.0
94,43716803,375,1538552708,2147483647,B,Maximum Submatrix 2,PROGRAMMING,1000.0,"['data structures', 'dp', 'implementation', 'sortings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,3,15,0.0
95,43714269,269,1538547419,2147483647,B,Greenhouse Effect,PROGRAMMING,1000.0,['dp'],0,PRACTICE,GNU C++14,OK,40,218,200.0
96,43712648,407,1538543337,2147483647,B,Long Path,PROGRAMMING,1000.0,"['dp', 'implementation']",0,PRACTICE,GNU C++14,OK,42,31,0.0
97,43712617,407,1538543236,2147483647,B,Long Path,PROGRAMMING,1000.0,"['dp', 'implementation']",0,PRACTICE,GNU C++14,OK,42,31,0.0
98,43687217,429,1538484652,2147483647,B,Working out,PROGRAMMING,1000.0,['dp'],0,PRACTICE,GNU C++14,OK,30,280,19900.0
99,43687101,429,1538484491,2147483647,B,Working out,PROGRAMMING,1000.0,['dp'],0,PRACTICE,GNU C++14,OK,30,312,39500.0
100,43686670,429,1538483812,2147483647,B,Working out,PROGRAMMING,1000.0,['dp'],0,PRACTICE,GNU C++14,WRONG_ANSWER,1,15,39200.0
101,43674235,750,1538462096,5395,B,New Year and North Pole,PROGRAMMING,750.0,['implementation'],1,VIRTUAL,GNU C++14,OK,140,31,300.0
102,43673979,750,1538461582,4882,B,New Year and North Pole,PROGRAMMING,750.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,93,31,300.0
103,43673872,750,1538461379,4679,C,New Year and Rating,PROGRAMMING,1000.0,"['binary search', 'greedy', 'math']",1,VIRTUAL,GNU C++14,OK,81,139,8300.0
104,43673807,750,1538461259,4559,B,New Year and North Pole,PROGRAMMING,750.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,93,31,300.0
105,43673770,750,1538461188,4488,B,New Year and North Pole,PROGRAMMING,750.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,93,31,300.0
106,43673710,750,1538461070,4370,B,New Year and North Pole,PROGRAMMING,750.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,93,31,300.0
107,43673647,750,1538460934,4233,B,New Year and North Pole,PROGRAMMING,750.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,37,15,300.0
108,43673603,750,1538460854,4154,C,New Year and Rating,PROGRAMMING,1000.0,"['binary search', 'greedy', 'math']",1,VIRTUAL,GNU C++14,WRONG_ANSWER,24,124,7700.0
109,43673314,750,1538460313,3613,C,New Year and Rating,PROGRAMMING,1000.0,"['binary search', 'greedy', 'math']",1,VIRTUAL,GNU C++14,WRONG_ANSWER,24,93,4300.0
110,43673303,750,1538460303,3603,D,New Year and Fireworks,PROGRAMMING,1500.0,"['brute force', 'data structures', 'dfs and similar', 'dp', 'implementation']",1,VIRTUAL,GNU C++14,WRONG_ANSWER,0,15,300.0
111,43672753,750,1538459044,2344,C,New Year and Rating,PROGRAMMING,1000.0,"['binary search', 'greedy', 'math']",1,VIRTUAL,GNU C++14,WRONG_ANSWER,11,78,4300.0
112,43672722,750,1538458985,2285,C,New Year and Rating,PROGRAMMING,1000.0,"['binary search', 'greedy', 'math']",1,VIRTUAL,GNU C++14,RUNTIME_ERROR,8,62,3600.0
113,43672561,750,1538458643,1943,C,New Year and Rating,PROGRAMMING,1000.0,"['binary search', 'greedy', 'math']",1,VIRTUAL,GNU C++14,RUNTIME_ERROR,6,15,100.0
114,43672329,750,1538458161,1461,B,New Year and North Pole,PROGRAMMING,750.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,8,30,0.0
115,43672191,750,1538457880,1180,B,New Year and North Pole,PROGRAMMING,750.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,8,15,0.0
116,43672169,750,1538457828,1128,B,New Year and North Pole,PROGRAMMING,750.0,['implementation'],1,VIRTUAL,GNU C++14,WRONG_ANSWER,8,15,0.0
117,43671795,750,1538456976,276,A,New Year and Hurry,PROGRAMMING,500.0,"['binary search', 'brute force', 'implementation', 'math']",1,VIRTUAL,Python 2,OK,52,186,0.0
118,43671193,295,1538455481,2147483647,B,Greg and Graph,PROGRAMMING,1000.0,"['dp', 'graphs', 'shortest paths']",0,PRACTICE,GNU C++14,OK,30,1308,3900.0
119,43670580,295,1538453910,2147483647,B,Greg and Graph,PROGRAMMING,1000.0,"['dp', 'graphs', 'shortest paths']",0,PRACTICE,GNU C++14,WRONG_ANSWER,3,60,0.0
120,43653977,126,1538413355,2147483647,B,Password,PROGRAMMING,1000.0,"['binary search', 'dp', 'hashing', 'string suffix structures', 'strings']",0,PRACTICE,GNU C++14,OK,97,92,6500.0
121,43650884,126,1538408440,2147483647,B,Password,PROGRAMMING,1000.0,"['binary search', 'dp', 'hashing', 'string suffix structures', 'strings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,2,30,0.0
122,43647091,126,1538403072,2147483647,B,Password,PROGRAMMING,1000.0,"['binary search', 'dp', 'hashing', 'string suffix structures', 'strings']",0,PRACTICE,GNU C++14,OK,97,92,6500.0
123,43646675,126,1538402525,2147483647,B,Password,PROGRAMMING,1000.0,"['binary search', 'dp', 'hashing', 'string suffix structures', 'strings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,2,30,0.0
124,43645791,126,1538401302,2147483647,B,Password,PROGRAMMING,1000.0,"['binary search', 'dp', 'hashing', 'string suffix structures', 'strings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,28,30,5400.0
125,43637578,154,1538386412,2147483647,C,Double Profiles,PROGRAMMING,1500.0,"['graphs', 'hashing', 'sortings']",0,PRACTICE,GNU C++14,OK,53,1622,87200.0
126,43631002,154,1538371159,2147483647,C,Double Profiles,PROGRAMMING,1500.0,"['graphs', 'hashing', 'sortings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,6,46,7800.0
127,43630961,154,1538371034,2147483647,C,Double Profiles,PROGRAMMING,1500.0,"['graphs', 'hashing', 'sortings']",0,PRACTICE,GNU C++14,WRONG_ANSWER,1,46,7800.0
128,43597426,939,1538294761,2147483647,A,Love Triangle,PROGRAMMING,500.0,[],0,PRACTICE,GNU C++14,OK,16,30,0.0
129,43568997,231,1538223090,2147483647,D,Magic Box,PROGRAMMING,2000.0,"['brute force', 'geometry']",0,PRACTICE,GNU C++14,OK,35,62,0.0
130,43568715,231,1538222703,2147483647,D,Magic Box,PROGRAMMING,2000.0,"['brute force', 'geometry']",0,PRACTICE,GNU C++14,WRONG_ANSWER,28,60,300.0
131,43562130,101908,1538213632,2147483647,C,Pizza Cutter,PROGRAMMING,0,[],0,PRACTICE,GNU C++14,OK,15,233,8000.0
132,43559730,101908,1538208929,16229,C,Pizza Cutter,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,WRONG_ANSWER,9,109,5900.0
133,43559489,101908,1538208444,15744,C,Pizza Cutter,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,WRONG_ANSWER,9,93,5900.0
134,43558713,101908,1538206988,14288,F,Music Festival,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,WRONG_ANSWER,3,31,200.0
135,43558712,101908,1538206988,14288,F,Music Festival,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,WRONG_ANSWER,3,15,100.0
136,43558545,101908,1538206650,13950,F,Music Festival,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,RUNTIME_ERROR,2,15,0.0
137,43558160,101908,1538205865,13165,F,Music Festival,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,WRONG_ANSWER,3,31,200.0
138,43558038,101908,1538205660,12960,F,Music Festival,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,WRONG_ANSWER,3,31,200.0
139,43556149,101908,1538201493,8793,B,Marbles,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,WRONG_ANSWER,3,15,0.0
140,43555280,101908,1538199263,6563,I,Switches,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,OK,21,140,4500.0
141,43555239,101908,1538199163,6463,I,Switches,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,TIME_LIMIT_EXCEEDED,20,500,4500.0
142,43555182,101908,1538199001,6301,I,Switches,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,WRONG_ANSWER,3,31,200.0
143,43555050,101908,1538198661,5961,I,Switches,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,TIME_LIMIT_EXCEEDED,20,500,4000.0
144,43554969,101908,1538198441,5741,I,Switches,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,TIME_LIMIT_EXCEEDED,20,500,4100.0
145,43554568,101908,1538197267,4567,I,Switches,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,WRONG_ANSWER,3,15,4100.0
146,43554534,101908,1538197125,4425,I,Switches,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,TIME_LIMIT_EXCEEDED,1,500,4000.0
147,43554432,101908,1538196773,4073,I,Switches,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,WRONG_ANSWER,3,15,4100.0
148,43553913,101908,1538194836,2136,E,Enigma,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,OK,37,31,100.0
149,43553564,101908,1538193321,621,D,Unraveling Monty Hall,PROGRAMMING,0,[],1,VIRTUAL,GNU C++14,OK,16,31,0.0
150,43202470,264,1537543834,2147483647,B,Good Sequences,PROGRAMMING,1000.0,"['dp', 'number theory']",0,PRACTICE,GNU C++14,OK,86,154,4700.0
151,43201508,264,1537543579,2147483647,B,Good Sequences,PROGRAMMING,1000.0,"['dp', 'number theory']",0,PRACTICE,GNU C++14,OK,86,154,5100.0
152,43196229,264,1537542300,2147483647,B,Good Sequences,PROGRAMMING,1000.0,"['dp', 'number theory']",0,PRACTICE,GNU C++14,WRONG_ANSWER,37,468,1300.0
153,43195730,264,1537542190,2147483647,B,Good Sequences,PROGRAMMING,1000.0,"['dp', 'number theory']",0,PRACTICE,GNU C++14,WRONG_ANSWER,37,466,1300.0
154,43195346,264,1537542113,2147483647,B,Good Sequences,PROGRAMMING,1000.0,"['dp', 'number theory']",0,PRACTICE,GNU C++14,WRONG_ANSWER,4,62,1300.0
155,42897676,703,1537029193,1693,B,Mishka and trip,PROGRAMMING,1000.0,"['implementation', 'math']",0,VIRTUAL,GNU C++14,OK,63,62,1700.0
156,42897517,703,1537028844,1344,B,Mishka and trip,PROGRAMMING,1000.0,"['implementation', 'math']",0,VIRTUAL,GNU C++14,WRONG_ANSWER,3,15,0.0
157,42897054,703,1537027751,251,A,Mishka and Game,PROGRAMMING,500.0,['implementation'],0,VIRTUAL,GNU C++14,OK,69,31,0.0
158,42891929,709,1537017819,5199,B,Checkpoints,PROGRAMMING,1000.0,"['greedy', 'implementation', 'sortings']",0,VIRTUAL,GNU C++14,OK,81,62,800.0
